Cmoy;Cmin;Cmax;p;l_axe;l_cs;l_cr;e;l_enc;l_a;h;beta_enc;beta_a;l_bec;beta_bec;n_cs;nepp;Is
19.94033;19.776696;20.103963;3.0;0.066491;0.096033;0.030816;0.005042;0.082426;0.041808;0.372094;0.688742;0.069458;0.025018;0.240205;164.0;3.0;0.805652
2.169859;2.169721;2.169997;6.0;0.065184;0.027747;0.029119;0.001998;0.188143;0.012443;0.078252;0.248093;0.804516;0.004743;0.458609;1.0;2.0;7.127703
11.882013;11.848587;11.91544;4.0;0.063593;0.084542;0.042448;0.008595;0.187945;0.045317;0.243935;0.410669;0.598594;0.027922;0.563562;8.0;3.0;1.551784
2.948989;2.93934;2.958639;4.0;0.03405;0.021356;0.033467;0.003253;0.018265;0.030919;0.735783;0.139694;0.92584;0.005331;0.60877;1.0;1.0;3.321015
7.15715;7.151797;7.162502;7.0;0.036423;0.029368;0.032765;0.003563;0.168283;0.031218;0.557512;0.568387;0.392882;0.004919;0.121996;2.0;1.0;5.596148
2.722151;2.718164;2.726139;6.0;0.063186;0.062451;0.090513;0.003611;0.272792;0.043595;0.152864;0.626853;0.32556;0.025786;0.348486;15.0;2.0;0.320105
6.571034;6.556501;6.585568;5.0;0.034538;0.055605;0.038512;0.006471;0.12247;0.046578;0.409368;0.26449;0.334523;0.00556;0.586756;81.0;1.0;0.246568
14.779347;14.745681;14.813013;5.0;0.055755;0.074089;0.058269;0.006079;0.244348;0.009925;0.642202;0.842302;0.195125;0.020836;0.428514;3.0;1.0;17.889363
1.899148;1.89636;1.901935;3.0;0.021422;0.018748;0.072245;0.006734;0.390617;0.009838;0.043538;0.539758;0.260799;0.026803;0.294191;1.0;3.0;53.269425
2.457536;2.456722;2.45835;10.0;0.053255;0.057196;0.038979;0.007043;0.388861;0.02467;0.628039;0.399715;0.141763;0.009262;0.264269;53.0;1.0;0.138921
6.069837;6.067557;6.072118;7.0;0.064771;0.058422;0.039219;0.001167;0.263506;0.037246;0.167054;0.611097;0.158848;0.007048;0.653747;59.0;2.0;0.371408
3.278071;3.276976;3.279167;6.0;0.030145;0.003512;0.06123;0.003766;0.279129;0.02615;0.265506;0.660481;0.130557;0.010195;0.83388;47.0;1.0;0.615361
2.523245;2.523201;2.523288;9.0;0.02732;0.094071;0.041209;0.009104;0.348312;0.020802;0.734662;0.784562;0.050705;0.026029;0.7082;6.0;1.0;6.022135
1.497873;1.49775;1.497995;8.0;0.035274;0.007843;0.054928;0.008829;0.282002;0.014066;1.240446;0.670886;0.142198;0.025722;0.747174;6.0;2.0;0.309734
11.701259;11.617492;11.785025;2.0;0.05186;0.097066;0.093366;0.004451;0.20072;0.026626;1.12491;0.289444;0.717864;0.014857;0.247098;61.0;1.0;0.167341
12.022615;12.017397;12.027833;10.0;0.069289;0.07111;0.035371;0.008964;0.083092;0.021427;0.348364;0.582247;0.158002;0.013615;0.247545;3.0;1.0;20.274372
5.879153;5.873249;5.885057;6.0;0.067087;0.011266;0.099839;0.002973;0.081993;0.005086;0.885065;0.472212;0.063717;0.028443;0.487435;16.0;2.0;0.828359
4.903585;4.90011;4.90706;8.0;0.061536;0.078025;0.06875;0.00934;0.231426;0.041957;0.819107;0.139838;0.156038;0.028975;0.775958;51.0;1.0;0.145746
4.80564;4.798435;4.812846;6.0;0.046268;0.016074;0.068168;0.005004;0.226106;0.040135;0.4523;0.306444;0.503524;0.018343;0.81334;2.0;1.0;2.68493
2.694541;2.693479;2.695603;10.0;0.029924;0.023545;0.039376;0.006748;0.343556;0.015101;0.676388;0.107061;0.524694;0.021928;0.248551;3.0;1.0;1.252929
9.983588;9.799948;10.167228;2.0;0.049228;0.093181;0.017572;0.004194;0.27369;0.009607;1.217221;0.097671;0.12439;0.007698;0.127457;49.0;1.0;2.087251
4.052622;4.045812;4.059431;3.0;0.012813;0.07403;0.059854;0.00555;0.12457;0.006735;0.305314;0.155175;0.486336;0.017508;0.712839;8.0;2.0;2.44303
14.140937;14.017574;14.2643;2.0;0.054581;0.038778;0.064582;0.000905;0.34625;0.010946;0.680464;0.596868;0.263417;0.01687;0.840108;197.0;1.0;0.277117
1.252144;1.251404;1.252884;9.0;0.042977;0.052662;0.028899;0.008607;0.282609;0.035772;0.123062;0.464733;0.251848;0.020024;0.478339;30.0;1.0;0.501134
3.217965;3.216204;3.219727;7.0;0.022124;0.010425;0.011853;0.008788;0.39062;0.039832;1.238465;0.226949;0.072435;0.010875;0.166376;73.0;2.0;0.195198
3.190258;3.18748;3.193035;8.0;0.057864;0.017656;0.083578;0.009764;0.097653;0.02391;1.180263;0.107151;0.332925;0.028961;0.142762;3.0;2.0;0.310087
17.808808;17.769116;17.848501;5.0;0.023331;0.0856;0.029751;0.001198;0.190137;0.013561;0.721594;0.529249;0.118936;0.028455;0.06385;1.0;2.0;61.296296
18.127024;17.979573;18.274475;3.0;0.022263;0.028696;0.023882;0.002857;0.212289;0.016917;0.452291;0.089718;0.082406;0.027202;0.829884;1.0;2.0;281.570295
1.345304;1.334662;1.355945;3.0;0.047006;0.039742;0.057096;0.001678;0.110604;0.040935;0.650774;0.750028;0.056227;0.002961;0.858955;5.0;1.0;3.207357
2.427404;2.426606;2.428202;3.0;0.060387;0.027729;0.016147;0.001247;0.357605;0.042494;1.344479;0.21879;0.153389;0.0;0.0;30.0;2.0;0.108983
9.378643;9.360288;9.396998;4.0;0.035706;0.008758;0.012028;0.004219;0.237691;0.046155;0.660647;0.822342;0.186032;0.011085;0.696431;1.0;1.0;47.84692
16.684431;16.684257;16.684605;6.0;0.057966;0.089063;0.039618;0.007033;0.148844;0.009239;0.123737;0.103223;0.805365;0.011832;0.693014;43.0;1.0;2.482438
3.844588;3.84315;3.846026;6.0;0.057989;0.028229;0.039446;0.00283;0.088579;0.04826;0.126605;0.185371;0.578254;0.014996;0.429556;7.0;1.0;1.94765
3.322106;3.318859;3.325354;6.0;0.032702;0.06386;0.027046;0.004934;0.359242;0.042845;1.372026;0.279102;0.064065;0.014601;0.056062;1.0;1.0;14.660023
3.02781;3.026664;3.028955;8.0;0.030736;0.018379;0.081628;0.009792;0.117968;0.024583;0.428082;0.879236;0.050881;0.016119;0.215662;176.0;1.0;0.227501
7.164921;7.161289;7.168553;10.0;0.062398;0.099808;0.088365;0.003414;0.197388;0.009916;0.443646;0.357669;0.762036;0.021099;0.616148;14.0;1.0;0.273386
4.123168;4.117033;4.129304;4.0;0.023315;0.040186;0.092495;0.006332;0.326097;0.045209;1.036985;0.789611;0.102084;0.025765;0.45298;8.0;2.0;0.833612
2.11503;2.113357;2.116703;7.0;0.01053;0.076726;0.013354;0.001041;0.374087;0.012472;1.032727;0.130203;0.701785;0.026036;0.491059;4.0;1.0;0.752802
1.338879;1.337662;1.340096;7.0;0.051473;0.034248;0.018746;0.007287;0.170916;0.049313;0.154993;0.393887;0.226254;0.023868;0.923355;20.0;2.0;0.324188
9.690374;9.676436;9.704313;5.0;0.030028;0.042117;0.091077;0.00656;0.040237;0.0339;0.70444;0.071569;0.416684;0.001409;0.150462;68.0;1.0;0.146993
3.685692;3.672841;3.698543;4.0;0.054648;0.012683;0.016417;0.007351;0.26032;0.005887;0.552248;0.25694;0.750601;0.019528;0.687815;36.0;1.0;0.388237
5.913155;5.911255;5.915054;5.0;0.025889;0.06421;0.065855;0.000835;0.370874;0.044292;1.318136;0.279776;0.702353;0.022427;0.050724;3.0;2.0;0.363502
5.67054;5.662831;5.67825;5.0;0.034924;0.071613;0.006094;0.009092;0.240673;0.023598;0.204087;0.208818;0.752177;0.008757;0.715179;9.0;3.0;2.012828
9.161228;9.155139;9.167317;9.0;0.053123;0.087153;0.046954;0.002864;0.245183;0.032074;0.605849;0.086583;0.329488;0.007846;0.302619;26.0;1.0;0.318495
1.350668;1.348342;1.352994;5.0;0.06944;0.077546;0.04282;0.009934;0.201898;0.040962;0.687796;0.411273;0.680517;0.002459;0.130112;1.0;1.0;1.140774
2.014171;2.00846;2.019881;3.0;0.022913;0.080954;0.026574;0.001863;0.335622;0.011068;0.318602;0.391243;0.479254;0.005732;0.893169;2.0;3.0;2.756521
8.362407;8.35473;8.370085;7.0;0.026044;0.088529;0.033311;0.006782;0.015696;0.008632;0.400381;0.662541;0.942775;0.005392;0.468929;72.0;1.0;0.362888
15.919612;15.895106;15.944118;6.0;0.035984;0.066925;0.061532;0.004037;0.058158;0.020654;0.164563;0.692717;0.167057;0.022537;0.553394;183.0;1.0;0.984509
2.02266;1.998445;2.046874;2.0;0.069017;0.023073;0.061745;0.006603;0.353912;0.008638;0.514428;0.478559;0.352195;0.005099;0.303846;6.0;2.0;1.029889
4.905786;4.896065;4.915507;3.0;0.065739;0.074063;0.065415;0.006796;0.32784;0.015468;0.495418;0.809208;0.163025;0.026287;0.707305;3.0;1.0;11.315268
12.169547;12.103753;12.23534;3.0;0.02873;0.086809;0.016958;0.006763;0.280464;0.029238;1.462901;0.114498;0.794908;0.017417;0.924732;1.0;1.0;15.36071
1.447959;1.447906;1.448012;10.0;0.069429;0.086296;0.065996;0.002078;0.115399;0.047579;0.59036;0.316854;0.483664;0.020887;0.679683;2.0;1.0;0.287355
5.493987;5.491381;5.496593;4.0;0.010222;0.052913;0.025859;0.00701;0.07474;0.0074;0.05597;0.243731;0.205372;0.02009;0.771538;6.0;1.0;168.869793
6.336696;6.322979;6.350414;5.0;0.064996;0.088877;0.031508;0.007119;0.050974;0.021578;0.168114;0.139565;0.188608;0.022627;0.758624;134.0;3.0;0.217266
2.763006;2.76151;2.764502;10.0;0.069915;0.067555;0.041566;0.005387;0.035313;0.025349;1.020897;0.323085;0.296769;0.008802;0.616981;6.0;1.0;0.288579
5.774049;5.747668;5.800431;4.0;0.050382;0.031995;0.026137;0.006359;0.124667;0.016463;0.919271;0.494965;0.061583;0.005005;0.616228;46.0;2.0;0.764764
4.666663;4.665212;4.668115;6.0;0.043539;0.04972;0.033112;0.008556;0.251747;0.030507;0.665945;0.290987;0.690347;0.01825;0.636162;9.0;2.0;0.31566
5.214417;5.213869;5.214965;9.0;0.062723;0.074122;0.03168;0.008455;0.111853;0.019201;0.964936;0.388337;0.460659;0.002969;0.504795;14.0;1.0;0.299345
17.58514;17.573526;17.596754;8.0;0.016229;0.040421;0.055943;0.006985;0.068695;0.026605;1.134953;0.117407;0.406512;0.012762;0.697826;56.0;2.0;0.14384
2.906569;2.897382;2.915756;3.0;0.038707;0.074761;0.079385;0.00501;0.298489;0.040766;1.224312;0.283108;0.51498;0.013488;0.187993;2.0;1.0;1.081575
4.566632;4.5655;4.567764;8.0;0.040261;0.086718;0.026997;0.005563;0.068046;0.044685;0.948354;0.607726;0.357115;0.005197;0.320746;2.0;1.0;2.077768
1.482574;1.462018;1.50313;2.0;0.044422;0.077104;0.036763;0.003017;0.272909;0.023788;0.323384;0.458647;0.296262;0.009493;0.067496;2.0;2.0;3.851341
11.759969;11.756575;11.763362;10.0;0.043427;0.03901;0.049613;0.006865;0.217449;0.037656;1.069729;0.72632;0.074867;0.009431;0.503547;14.0;1.0;2.355018
13.866029;13.82794;13.904118;4.0;0.027666;0.083979;0.011798;0.004127;0.394408;0.021585;1.203643;0.421142;0.683139;0.011031;0.904877;10.0;3.0;0.706136
1.304497;1.304294;1.304701;6.0;0.026518;0.075533;0.012149;0.006591;0.135616;0.012724;0.221961;0.600945;0.073863;0.024374;0.408528;3.0;2.0;16.715245
8.651171;8.64316;8.659182;7.0;0.019129;0.047992;0.066907;0.003678;0.330268;0.048168;0.443024;0.742802;0.226635;0.027857;0.499489;103.0;1.0;0.196666
1.259211;1.256411;1.26201;5.0;0.020551;0.089929;0.062194;0.002055;0.386932;0.032994;0.549556;0.359339;0.600865;0.023911;0.183611;2.0;3.0;0.255729
6.20609;6.20206;6.210121;9.0;0.029226;0.070107;0.01677;0.007482;0.328502;0.027961;1.208065;0.443514;0.150627;0.026103;0.563536;13.0;1.0;1.671866
1.682309;1.679524;1.685094;4.0;0.012071;0.053883;0.061669;0.001803;0.397637;0.030144;0.474533;0.535062;0.18867;0.002725;0.598188;13.0;2.0;0.34915
3.47411;3.468904;3.479315;4.0;0.048954;0.05963;0.00521;0.00549;0.191803;0.006402;0.810276;0.552271;0.102002;0.010446;0.324959;2.0;3.0;9.647118
3.650943;3.645126;3.656759;6.0;0.031226;0.036809;0.059976;0.007908;0.205284;0.038124;1.256712;0.779892;0.109102;0.007756;0.598641;33.0;2.0;0.138141
2.936313;2.934721;2.937904;10.0;0.068361;0.085713;0.041931;0.007309;0.107137;0.035452;1.222418;0.06961;0.730784;0.026875;0.83109;5.0;1.0;0.158112
10.794034;10.784712;10.803356;8.0;0.039033;0.006742;0.090584;0.003616;0.31521;0.022675;0.445832;0.211245;0.250675;0.009635;0.496455;145.0;1.0;0.115067
6.625527;6.544779;6.706274;2.0;0.035133;0.096248;0.088119;0.005806;0.313617;0.01877;0.554519;0.357447;0.282453;0.020586;0.370894;1.0;2.0;17.14458
5.179223;5.176471;5.181975;5.0;0.028082;0.084253;0.044896;0.007288;0.046583;0.047048;0.012791;0.423494;0.694161;0.027444;0.136557;39.0;1.0;7.570486
13.865679;13.860239;13.871119;9.0;0.048395;0.019858;0.033441;0.00901;0.254454;0.02332;1.249337;0.227969;0.529473;0.025038;0.229076;1.0;1.0;9.075868
11.086377;10.91306;11.259694;2.0;0.060629;0.008639;0.031549;0.005049;0.358487;0.011637;1.321688;0.348911;0.157023;0.026613;0.096352;52.0;1.0;1.173119
5.64656;5.614835;5.678285;3.0;0.017568;0.066798;0.028204;0.008237;0.256209;0.035742;0.726553;0.118407;0.190305;0.024242;0.201751;36.0;2.0;0.637274
14.84585;14.843497;14.848203;7.0;0.042803;0.041174;0.022638;0.009387;0.187936;0.029806;1.225881;0.625404;0.497153;0.01879;0.382037;1.0;1.0;14.149354
8.881411;8.880728;8.882095;10.0;0.018584;0.076846;0.021605;0.006327;0.246164;0.015424;0.590613;0.501361;0.748379;0.008141;0.916411;79.0;1.0;0.299898
9.386942;9.380836;9.393048;3.0;0.029896;0.007995;0.032967;0.004586;0.037598;0.046649;1.062098;0.177563;0.15523;0.008476;0.327313;12.0;3.0;1.09763
3.751115;3.75043;3.7518;7.0;0.049715;0.092505;0.018639;0.002839;0.331304;0.047413;1.044782;0.451675;0.305706;0.009785;0.120881;28.0;1.0;0.112515
3.18665;3.127456;3.245843;2.0;0.032194;0.09723;0.05168;0.005901;0.291222;0.037945;0.801772;0.601185;0.117107;0.004755;0.664337;10.0;3.0;1.026031
10.75358;10.751461;10.755698;7.0;0.036778;0.026453;0.093534;0.002801;0.029692;0.02305;1.372682;0.213043;0.161313;0.018455;0.272527;4.0;2.0;1.137711
4.79171;4.703406;4.880014;2.0;0.01773;0.053551;0.009996;0.008777;0.135735;0.034553;0.167436;0.318885;0.123368;0.009369;0.122304;22.0;2.0;12.314063
13.928384;13.918334;13.938434;9.0;0.048918;0.032284;0.077906;0.002057;0.202092;0.024625;0.793465;0.694888;0.069023;0.001032;0.071924;61.0;1.0;0.588349
3.566986;3.563421;3.570552;6.0;0.04589;0.007174;0.00558;0.007287;0.075068;0.046527;0.632093;0.468637;0.260048;0.00332;0.311461;51.0;1.0;0.209403
6.315582;6.297446;6.333718;4.0;0.017966;0.078178;0.088244;0.009704;0.075508;0.028061;0.731157;0.444487;0.481481;0.007731;0.879333;14.0;2.0;0.336519
10.202125;10.186017;10.218234;6.0;0.024444;0.087849;0.054146;0.000751;0.335728;0.018109;0.256298;0.57455;0.161907;0.026306;0.484485;1.0;2.0;39.175546
2.599547;2.598971;2.600122;7.0;0.031285;0.004661;0.06077;0.009576;0.122983;0.023583;0.669305;0.138209;0.166934;0.004698;0.81116;5.0;2.0;0.930331
3.885005;3.882943;3.887067;9.0;0.048085;0.055243;0.065436;0.003009;0.204717;0.025447;0.174388;0.116942;0.547069;0.026569;0.475483;10.0;1.0;0.753319
15.748503;15.667205;15.829801;3.0;0.022852;0.043938;0.009809;0.009441;0.194369;0.012457;0.556654;0.354327;0.68567;0.018792;0.42392;182.0;2.0;0.381709
19.911322;19.872747;19.949897;3.0;0.06284;0.04658;0.083966;0.006689;0.343569;0.017651;0.028465;0.3843;0.280494;0.001968;0.085644;2.0;3.0;204.853872
5.941689;5.932879;5.950498;6.0;0.035462;0.0726;0.067672;0.005847;0.220352;0.03745;1.110633;0.138245;0.213626;0.002061;0.125659;19.0;2.0;0.18484
13.193071;13.138348;13.247794;4.0;0.030249;0.006269;0.018594;0.005949;0.371158;0.02194;1.487509;0.586058;0.073735;0.008097;0.761271;1.0;1.0;110.847744
4.462884;4.460503;4.465265;9.0;0.02401;0.045868;0.031844;0.004231;0.314572;0.006905;0.03232;0.393589;0.377771;0.008084;0.310484;68.0;1.0;3.334408
4.651581;4.598964;4.704198;2.0;0.060778;0.08604;0.04397;0.00729;0.22828;0.020055;0.959853;0.181666;0.626076;0.018028;0.859187;20.0;3.0;0.144721
13.72199;13.717101;13.72688;7.0;0.020375;0.037993;0.048364;0.001629;0.278225;0.010782;0.882148;0.203985;0.742623;0.023824;0.735577;15.0;1.0;0.626542
17.545;17.539334;17.550665;6.0;0.062048;0.094433;0.012786;0.001158;0.319508;0.027511;0.918678;0.472857;0.467424;0.012922;0.46805;48.0;1.0;0.282784
16.699129;16.680572;16.717685;7.0;0.05566;0.006612;0.058806;0.005871;0.059666;0.02183;0.562488;0.095726;0.232555;0.014607;0.668007;23.0;1.0;1.397952
1.13615;1.133159;1.13914;4.0;0.021446;0.074534;0.029975;0.00666;0.399537;0.01446;1.019585;0.400133;0.6008;0.010311;0.374595;5.0;1.0;0.461631
4.731444;4.728935;4.733953;8.0;0.032207;0.096169;0.041004;0.009733;0.237793;0.022138;0.872324;0.272688;0.194373;0.004684;0.070987;4.0;1.0;3.5577
1.729627;1.72617;1.733084;5.0;0.027303;0.072153;0.018414;0.001901;0.366192;0.014483;0.524431;0.438776;0.253073;0.005351;0.551584;8.0;1.0;1.151804
18.326317;18.321247;18.331387;10.0;0.059808;0.05866;0.03195;0.003596;0.055652;0.026249;0.485563;0.458819;0.176613;0.02671;0.862979;8.0;1.0;5.277587
16.431617;16.39308;16.470154;4.0;0.012578;0.025559;0.089993;0.00728;0.357221;0.006281;1.368741;0.517009;0.810527;0.017504;0.845885;62.0;2.0;0.134265
4.685311;4.683414;4.687208;10.0;0.032208;0.035806;0.058531;0.003921;0.339944;0.038973;0.355746;0.352099;0.106151;0.002997;0.522119;14.0;1.0;1.578389
19.191521;19.126535;19.256506;2.0;0.053998;0.056265;0.078521;0.008501;0.383075;0.020316;0.920224;0.672206;0.215093;0.007026;0.415488;1.0;1.0;76.99576
14.107856;14.044792;14.17092;4.0;0.065265;0.020764;0.017627;0.008977;0.206821;0.033016;0.25125;0.223082;0.065922;0.019657;0.215514;2.0;2.0;118.723793
4.158471;4.154021;4.16292;7.0;0.049391;0.060515;0.022575;0.001097;0.274097;0.03842;0.276288;0.220638;0.193842;0.018709;0.204052;63.0;1.0;0.300318
1.506708;1.506479;1.506938;10.0;0.01292;0.039557;0.099365;0.004935;0.294523;0.037714;0.147455;0.342832;0.246198;0.009567;0.286772;10.0;1.0;0.668128
1.799872;1.775435;1.824309;2.0;0.061362;0.047414;0.058895;0.005762;0.260514;0.009907;1.185028;0.577054;0.472391;0.008028;0.221271;2.0;1.0;1.748254
13.680636;13.641728;13.719544;4.0;0.02284;0.012087;0.019907;0.008158;0.025977;0.031459;0.330478;0.322073;0.481118;0.003757;0.322182;10.0;1.0;9.237185
1.552116;1.523559;1.580672;2.0;0.043853;0.020804;0.09983;0.004001;0.106879;0.027719;1.318313;0.458704;0.124267;0.017769;0.722937;18.0;1.0;0.296502
7.403688;7.389753;7.417623;5.0;0.026209;0.048991;0.091344;0.003219;0.143132;0.017795;0.874575;0.065062;0.385808;0.02962;0.250837;49.0;1.0;0.139188
2.39955;2.397526;2.401574;4.0;0.018231;0.01832;0.084952;0.008664;0.260218;0.031497;0.143881;0.397881;0.280664;0.014756;0.346747;41.0;1.0;0.660756
7.037852;7.027526;7.048178;5.0;0.018227;0.087356;0.091469;0.008516;0.188658;0.019045;0.48674;0.364658;0.146238;0.027909;0.665133;32.0;2.0;0.652346
