Cmoy;Cmin;Cmax;p;l_axe;l_cs;l_cr;e;l_enc;l_a;h;beta_enc;beta_a;l_bec;beta_bec;n_cs;nepp;Is
0.998555;0.998055;0.999055;10.0;0.038382;0.0285;0.064191;0.007785;0.133542;0.017531;0.042052;0.405292;0.938064;0.002961;0.543809;1.0;1.0;10.197767
3.607734;3.594812;3.620657;4.0;0.028483;0.007864;0.093339;0.009652;0.37881;0.014664;0.284377;0.2519;0.151465;0.003951;0.196652;2.0;2.0;11.258343
4.033361;4.028501;4.038222;6.0;0.040658;0.053293;0.042702;0.007392;0.159103;0.024403;0.161222;0.183458;0.932357;0.00564;0.806156;48.0;1.0;0.337666
10.361793;10.331752;10.391835;4.0;0.059849;0.081812;0.083422;0.008183;0.389898;0.012781;0.366763;0.652138;0.313121;0.002797;0.935224;160.0;1.0;0.259106
4.106221;4.103878;4.108563;4.0;0.040886;0.099825;0.085628;0.008115;0.37994;0.041206;0.679087;0.159089;0.109202;0.007717;0.264367;3.0;2.0;3.134266
4.462864;4.462316;4.463412;9.0;0.011401;0.019503;0.009508;0.008351;0.272067;0.005213;0.209539;0.124093;0.794029;0.000518;0.346674;5.0;1.0;62.046064
0.108426;0.107931;0.108921;4.0;0.019562;0.049743;0.05579;0.003881;0.1709;0.021366;1.263505;0.195251;0.061763;0.008867;0.934096;7.0;1.0;0.108328
3.04796;3.046753;3.049167;7.0;0.054656;0.081218;0.01929;0.003231;0.296861;0.029772;0.59062;0.12862;0.350588;0.002174;0.716737;6.0;1.0;0.764873
0.582049;0.581951;0.582147;10.0;0.034335;0.065411;0.064344;0.005484;0.259744;0.036183;0.08869;0.807584;0.083882;0.008217;0.312075;10.0;1.0;1.520919
13.635746;13.626394;13.645098;9.0;0.062188;0.042742;0.069905;0.005578;0.298268;0.007873;0.745463;0.051005;0.925326;0.002107;0.573559;11.0;1.0;0.614333
10.137548;9.978781;10.296314;2.0;0.058285;0.099142;0.052572;0.008039;0.190399;0.028625;0.694927;0.718288;0.156817;0.005248;0.30156;29.0;1.0;2.604611
2.637284;2.636014;2.638554;7.0;0.037554;0.024463;0.020655;0.004543;0.220291;0.006309;1.229279;0.492695;0.058335;0.004353;0.069436;14.0;1.0;1.871534
18.081711;18.071663;18.09176;10.0;0.019239;0.032038;0.085066;0.007666;0.367269;0.044627;0.850081;0.482742;0.532548;0.008784;0.265725;14.0;1.0;0.617446
3.757694;3.754649;3.760739;7.0;0.027602;0.064693;0.084726;0.001612;0.272994;0.048455;1.379774;0.291768;0.43949;0.009185;0.69046;1.0;2.0;0.568979
0.383382;0.383025;0.383738;7.0;0.051286;0.019899;0.05924;0.00957;0.305524;0.038511;0.47753;0.614499;0.466091;0.004192;0.596439;2.0;2.0;0.127448
1.791199;1.787358;1.795041;4.0;0.024015;0.085055;0.007262;0.008386;0.307492;0.020275;0.393814;0.536463;0.522122;0.006761;0.691125;7.0;1.0;2.38752
0.304949;0.304683;0.305215;8.0;0.055123;0.026438;0.082088;0.006792;0.365099;0.009672;0.2886;0.476609;0.290911;0.007387;0.41939;1.0;1.0;0.954677
5.456787;5.455411;5.458162;10.0;0.027746;0.047407;0.097381;0.007763;0.392779;0.025271;0.172233;0.068473;0.244151;0.005791;0.663744;10.0;1.0;2.499082
1.716369;1.716326;1.716412;10.0;0.039201;0.098279;0.015314;0.004842;0.310316;0.027832;0.585054;0.389536;0.316492;0.005723;0.745652;1.0;1.0;3.598029
19.50012;19.372051;19.62819;3.0;0.067472;0.025246;0.075559;0.001891;0.142543;0.01618;1.036256;0.628367;0.107926;0.005979;0.627078;39.0;3.0;0.588566
2.361364;2.359938;2.36279;9.0;0.02464;0.089444;0.079844;0.004078;0.103606;0.008021;0.396637;0.367246;0.8459;0.004413;0.729061;10.0;1.0;0.2506
0.097367;0.09735;0.097384;8.0;0.044443;0.022311;0.071339;0.008149;0.271425;0.027498;1.257238;0.281869;0.098152;0.002236;0.790108;1.0;1.0;0.187212
2.415556;2.412799;2.418313;7.0;0.029689;0.048737;0.008302;0.008327;0.057059;0.028609;1.080235;0.528172;0.284143;0.006735;0.360355;19.0;1.0;0.381131
12.05471;12.045378;12.064042;7.0;0.055693;0.099496;0.080034;0.004157;0.172;0.042773;0.900374;0.224011;0.440166;0.004458;0.130196;3.0;1.0;1.776327
19.59377;19.590896;19.596644;9.0;0.018988;0.07656;0.019598;0.001368;0.020326;0.03811;1.475602;0.112148;0.385725;0.001049;0.33336;25.0;1.0;0.42477
13.176802;13.167393;13.186211;6.0;0.052942;0.095074;0.079253;0.009222;0.292646;0.023148;0.868485;0.098083;0.256114;0.006521;0.122148;6.0;2.0;1.451904
12.574224;12.569888;12.57856;9.0;0.066251;0.036464;0.095208;0.001203;0.206477;0.03309;0.18337;0.661415;0.056601;0.000549;0.140875;25.0;1.0;4.925858
9.916834;9.867504;9.966164;3.0;0.015312;0.039748;0.097119;0.009537;0.150539;0.049277;0.192154;0.105542;0.911197;0.004405;0.748824;68.0;1.0;0.553299
4.95458;4.953137;4.956024;10.0;0.013274;0.057673;0.023089;0.008599;0.146292;0.011713;0.800443;0.77135;0.910765;0.00376;0.638739;8.0;1.0;2.362512
0.051069;0.05104;0.051099;9.0;0.013177;0.085332;0.014159;0.007202;0.323167;0.034928;1.281033;0.814391;0.190624;0.009297;0.067245;1.0;1.0;0.183651
12.252316;12.246838;12.257794;10.0;0.024825;0.021662;0.077;0.008109;0.021588;0.033718;0.820872;0.250335;0.726415;0.00813;0.27372;6.0;1.0;0.973999
2.596914;2.580584;2.613244;3.0;0.031148;0.024624;0.033381;0.005725;0.184295;0.047802;0.841959;0.479706;0.199985;0.00841;0.122638;28.0;1.0;0.3747
0.057514;0.057489;0.057538;10.0;0.049392;0.009153;0.004463;0.007321;0.325455;0.007922;0.005648;0.364646;0.325391;0.009679;0.554462;8.0;1.0;3.645956
11.772447;11.757674;11.787219;3.0;0.025484;0.088449;0.067491;0.008697;0.141534;0.019958;1.37237;0.493237;0.488835;0.004507;0.435295;1.0;1.0;14.392625
5.933529;5.929513;5.937546;9.0;0.020013;0.028054;0.085668;0.009919;0.247701;0.036319;0.158515;0.592637;0.297589;0.003962;0.804432;1.0;1.0;32.933254
5.370623;5.357047;5.3842;2.0;0.036811;0.048624;0.080728;0.007346;0.141824;0.010437;0.387439;0.156711;0.414611;0.008042;0.334263;2.0;3.0;6.687975
4.569788;4.559893;4.579683;5.0;0.027933;0.043298;0.036519;0.003895;0.313806;0.034083;1.081611;0.831669;0.135082;0.000632;0.400986;1.0;3.0;4.866547
0.030315;0.030244;0.030386;5.0;0.015899;0.047171;0.055219;0.00421;0.242812;0.010685;0.492208;0.34145;0.126389;0.006982;0.18349;1.0;3.0;0.100765
11.336698;11.331967;11.341429;10.0;0.042169;0.064902;0.080298;0.002405;0.170487;0.035834;1.062694;0.352547;0.273588;0.000822;0.65784;8.0;1.0;0.620642
1.026657;1.026374;1.02694;9.0;0.067167;0.05472;0.006582;0.004759;0.354878;0.021254;0.579348;0.30787;0.4576;0.003607;0.458742;5.0;1.0;0.26433
17.432158;17.424077;17.440239;9.0;0.029333;0.097517;0.056942;0.007206;0.078911;0.016669;1.034165;0.193973;0.898599;0.000328;0.42744;13.0;1.0;0.713733
0.222414;0.219221;0.225606;2.0;0.033334;0.044751;0.044213;0.008875;0.199498;0.012507;0.176678;0.456271;0.494381;0.009761;0.578752;1.0;3.0;1.539596
11.043685;11.031735;11.055634;7.0;0.034367;0.039415;0.026822;0.009758;0.389617;0.008218;1.280572;0.865056;0.13382;0.006786;0.627963;2.0;2.0;17.358297
10.117193;10.095122;10.139264;2.0;0.019495;0.073786;0.07123;0.001072;0.169103;0.014303;0.058305;0.171539;0.584791;0.006776;0.190369;129.0;3.0;0.771991
0.244441;0.24433;0.244552;10.0;0.038098;0.082286;0.03781;0.009436;0.382215;0.017074;0.056041;0.505278;0.326136;0.007899;0.445491;57.0;1.0;0.121376
12.378103;12.37153;12.384675;10.0;0.051282;0.073136;0.094817;0.009426;0.279306;0.008609;0.1186;0.350351;0.496428;0.003385;0.205655;5.0;1.0;11.8636
3.215025;3.203927;3.226123;4.0;0.032372;0.066101;0.065787;0.006646;0.283059;0.011686;0.412503;0.180133;0.083791;0.005704;0.250959;63.0;3.0;0.308399
5.460099;5.428016;5.492182;3.0;0.032531;0.077287;0.044798;0.006146;0.095582;0.049604;0.009412;0.65364;0.227635;0.005123;0.914075;91.0;2.0;8.562695
4.81847;4.81428;4.82266;8.0;0.030565;0.094697;0.01842;0.005858;0.287297;0.03019;1.013553;0.159878;0.582971;0.009906;0.871619;3.0;1.0;1.542809
2.73573;2.723575;2.747885;3.0;0.050563;0.043506;0.045691;0.007406;0.28443;0.035899;0.018963;0.371888;0.748634;0.000833;0.446922;1.0;1.0;137.037705
10.468312;10.463977;10.472647;4.0;0.044685;0.052881;0.052982;0.006774;0.226386;0.013788;0.012301;0.431684;0.198582;0.007267;0.23714;48.0;3.0;17.601049
4.60627;4.574144;4.638395;3.0;0.039358;0.087774;0.07938;0.005944;0.267875;0.008052;0.256125;0.791513;0.103622;0.007051;0.37062;110.0;1.0;1.201372
6.752484;6.714859;6.790109;3.0;0.065046;0.036297;0.081243;0.005267;0.056755;0.044815;0.258374;0.68065;0.189789;0.005575;0.170105;20.0;1.0;2.430866
12.010169;12.001541;12.018796;9.0;0.063566;0.01175;0.035466;0.001254;0.036507;0.01788;0.512473;0.864091;0.07161;0.001556;0.110302;5.0;1.0;11.749968
1.758264;1.751949;1.764578;3.0;0.050514;0.088064;0.087025;0.006979;0.112644;0.037114;0.432935;0.077822;0.173306;0.009196;0.406988;1.0;2.0;4.838372
0.041619;0.0416;0.041638;5.0;0.02316;0.016561;0.03152;0.004529;0.229301;0.037138;0.118441;0.138068;0.628072;0.007464;0.12798;3.0;1.0;0.111433
0.930903;0.930044;0.931761;6.0;0.052784;0.009851;0.059385;0.005449;0.360333;0.011008;0.083156;0.70784;0.370873;0.006419;0.694087;1.0;2.0;5.715306
5.213717;5.209369;5.218064;8.0;0.067811;0.07737;0.085654;0.004879;0.286573;0.019458;0.294739;0.059734;0.579089;0.005704;0.70422;41.0;1.0;0.134903
14.357541;14.099357;14.615726;2.0;0.057515;0.029365;0.031651;0.008028;0.341126;0.033848;0.888131;0.21218;0.133033;0.005617;0.624862;4.0;2.0;14.235558
1.66499;1.634749;1.695231;2.0;0.010665;0.06253;0.070125;0.005866;0.046398;0.026239;0.513076;0.308824;0.129787;0.004927;0.210004;3.0;2.0;4.350508
0.4543;0.454034;0.454566;10.0;0.030996;0.092162;0.026615;0.003163;0.1921;0.008813;0.853236;0.689836;0.062524;0.004809;0.692091;9.0;1.0;0.400357
12.074225;12.067959;12.080492;8.0;0.015807;0.088252;0.052293;0.007272;0.162571;0.017165;0.848246;0.591279;0.445319;0.006355;0.438482;1.0;1.0;17.439156
0.206153;0.205928;0.206379;7.0;0.058694;0.067171;0.0528;0.008278;0.286935;0.013019;0.227121;0.217919;0.336314;0.009869;0.745552;2.0;1.0;0.491472
13.104896;13.103172;13.10662;9.0;0.059665;0.087204;0.029974;0.007575;0.335536;0.023518;0.335221;0.056118;0.571454;0.007062;0.101143;173.0;1.0;0.137798
18.270742;18.246399;18.295084;4.0;0.027022;0.044392;0.08466;0.009865;0.136381;0.030828;1.305987;0.723848;0.297577;0.00289;0.62584;1.0;2.0;10.803777
7.808343;7.746949;7.869736;3.0;0.055322;0.091371;0.02731;0.002262;0.06661;0.030244;1.372737;0.055565;0.090351;0.008134;0.316656;1.0;3.0;12.337214
4.353715;4.351818;4.355612;4.0;0.026064;0.085006;0.018228;0.000894;0.333124;0.039256;0.505564;0.289352;0.620188;0.004318;0.390176;36.0;2.0;0.136559
2.79014;2.788809;2.791471;9.0;0.040305;0.0654;0.041278;0.007243;0.395933;0.007976;1.217392;0.889695;0.098599;0.008961;0.571336;1.0;1.0;11.750391
12.420643;12.415121;12.426166;7.0;0.031673;0.075948;0.074616;0.004748;0.127319;0.042298;0.251385;0.308468;0.922386;0.007652;0.487718;4.0;1.0;4.079502
4.587197;4.573187;4.601208;3.0;0.026251;0.094963;0.032564;0.00757;0.35874;0.04088;0.952187;0.309629;0.365046;0.000263;0.556094;13.0;1.0;0.866925
6.002113;5.998491;6.005736;8.0;0.023951;0.048155;0.059085;0.005885;0.382066;0.031817;1.459657;0.055182;0.110925;0.007908;0.92195;3.0;2.0;1.808669
0.656343;0.656339;0.656347;9.0;0.041843;0.068565;0.078714;0.003582;0.094855;0.023592;0.138145;0.105945;0.75899;0.008586;0.819531;3.0;1.0;0.43398
4.366273;4.33114;4.401406;3.0;0.060696;0.01601;0.088132;0.002387;0.383;0.026286;0.97363;0.204344;0.060836;0.007709;0.776482;55.0;1.0;0.461396
2.779103;2.774586;2.783621;6.0;0.017363;0.004048;0.018996;0.001285;0.114091;0.036248;0.81975;0.549524;0.10649;0.001079;0.20971;71.0;2.0;0.106168
9.726834;9.665901;9.787766;3.0;0.024638;0.0691;0.00622;0.004991;0.100381;0.012748;0.932697;0.136787;0.110802;0.003132;0.812611;5.0;2.0;20.137166
7.696774;7.678879;7.714669;4.0;0.066921;0.027932;0.075142;0.008661;0.339388;0.02768;0.620196;0.592024;0.132806;0.001593;0.515972;10.0;1.0;3.204174
11.668804;11.576582;11.761027;3.0;0.026205;0.005479;0.080528;0.000817;0.169274;0.039182;1.334704;0.462965;0.089439;0.006955;0.055188;43.0;1.0;0.941741
19.930742;19.929547;19.931937;7.0;0.020315;0.089157;0.097269;0.002308;0.285832;0.023612;0.274525;0.381117;0.45074;0.006063;0.310265;41.0;2.0;0.424149
6.248438;6.166421;6.330456;2.0;0.043351;0.028498;0.014969;0.00947;0.048798;0.008983;0.29131;0.061451;0.289379;0.004248;0.727302;4.0;2.0;25.007499
2.933934;2.933283;2.934585;7.0;0.053593;0.090391;0.036984;0.004079;0.1778;0.012843;1.488632;0.646115;0.263231;0.000166;0.153601;6.0;1.0;0.422323
18.535074;18.273585;18.796563;2.0;0.057591;0.062685;0.087296;0.006926;0.320692;0.018291;1.03837;0.128363;0.334271;0.008508;0.136703;1.0;1.0;38.461027
2.215746;2.19279;2.238702;2.0;0.024913;0.034598;0.063927;0.009844;0.326779;0.042832;0.498479;0.121006;0.4489;0.002489;0.05646;1.0;3.0;3.231026
0.0523;0.052023;0.052577;2.0;0.021343;0.037621;0.077138;0.009276;0.010428;0.013564;0.115132;0.427083;0.89491;0.008023;0.754931;4.0;2.0;0.115475
10.631898;10.578629;10.685168;3.0;0.040714;0.0224;0.069796;0.005366;0.348635;0.012281;0.07425;0.0786;0.416371;0.00037;0.732488;32.0;2.0;3.810332
4.358211;4.356476;4.359946;8.0;0.059013;0.021924;0.097401;0.002566;0.066603;0.040858;0.455212;0.360491;0.107091;0.009339;0.145547;1.0;1.0;10.668481
5.820778;5.785055;5.856501;3.0;0.018071;0.017092;0.03008;0.008759;0.103648;0.034316;0.986833;0.404214;0.111943;0.008068;0.759044;62.0;1.0;0.919261
12.592093;12.590523;12.593662;9.0;0.027043;0.097171;0.083565;0.008756;0.299042;0.007928;1.18178;0.470468;0.909497;0.004627;0.881738;4.0;1.0;1.616042
7.749311;7.738094;7.760527;6.0;0.031283;0.054348;0.024773;0.009871;0.200998;0.008558;0.558844;0.122229;0.715361;0.005135;0.507379;49.0;1.0;0.599857
5.635233;5.633512;5.636953;9.0;0.06649;0.084385;0.068534;0.004899;0.066681;0.035159;1.160299;0.277891;0.095009;0.007186;0.79183;10.0;1.0;0.73478
3.163028;3.148194;3.177863;3.0;0.028464;0.082433;0.007684;0.006742;0.266884;0.03657;0.488142;0.68504;0.353115;0.008176;0.650003;1.0;1.0;23.423418
3.17062;3.168327;3.172913;8.0;0.014354;0.031636;0.047633;0.006377;0.193434;0.044797;0.086644;0.123194;0.449862;0.004391;0.294648;1.0;2.0;14.95565
9.298016;9.291191;9.304841;8.0;0.022475;0.050832;0.090514;0.006416;0.177459;0.029686;0.01265;0.671819;0.366612;0.009912;0.45102;1.0;2.0;236.510985
13.79644;13.715199;13.877681;3.0;0.032214;0.073554;0.067898;0.009306;0.271498;0.032102;0.463635;0.291294;0.652291;0.008557;0.185993;25.0;1.0;1.289569
1.219653;1.219375;1.21993;4.0;0.017739;0.09994;0.014142;0.009737;0.067766;0.012915;0.182431;0.309153;0.288893;0.004651;0.148764;12.0;1.0;4.730723
7.292227;7.268436;7.316018;4.0;0.040433;0.082592;0.070687;0.004517;0.212668;0.021884;0.023887;0.383477;0.73936;0.00882;0.5756;2.0;1.0;101.809754
4.357782;4.353375;4.362189;7.0;0.056253;0.003209;0.098575;0.00283;0.241152;0.005042;0.342322;0.514644;0.099122;0.009688;0.159766;1.0;1.0;29.1137
8.345044;8.342473;8.347615;10.0;0.061672;0.023597;0.018336;0.008266;0.284614;0.013235;0.117186;0.107655;0.309781;0.00298;0.924851;9.0;1.0;11.680741
0.317941;0.316477;0.319405;4.0;0.056952;0.061013;0.06;0.005695;0.03194;0.020105;0.120677;0.924887;0.058708;0.009566;0.865802;6.0;1.0;3.098122
4.87159;4.867903;4.875277;8.0;0.057759;0.013962;0.00635;0.006611;0.062231;0.040143;1.403186;0.443538;0.701229;0.003778;0.385048;18.0;1.0;0.117777
